PA Code,NSC Code,NCES Code,AUN Code,ULCS Code,SRC School ID,School Name (ULCS),Publication Name,Publication Name Alpha List,Abbreviated Name,Year Opened,School Level,Admission Type,Current Grade Span Served,Grade Span at Scale,Phasing-In,Phasing-Out,Governance,Management Organization,School Reporting Category,Alternate Education Type,Major Intervention,Major Intervention Year,Community School Cohort,CTE Status,Title I Designation,Federal Accountability Designation,City Council District,GPS Location,Multiple Addresses,Street Address,City,State,Zip Code,Phone Number,Fax Number,Website,School Leader Name,Learning Network,Assistant Superintendent,FACE Liaison Name,FACE Liaison Email,FACE Liaison Phone Number,Grade K,Grade 1,Grade 2,Grade 3,Grade 4,Grade 5,Grade 6,Grade 7,Grade 8,Grade 9,Grade 10,Grade 11,Grade 12
8206,N/A,420085007405,126519476,3419,X19,LINDLEY ACADEMY @ BIRNEY,Lindley Academy Charter at Birney,Lindley Academy Charter at Birney,Lindely Birney,2011,Elementary-Middle,Neighborhood,"'00-08",N/A,0,0,Charter,American Paradigm,Charter Schools,N/A,Renaissance Charter,2011-2012,N/A,N/A,1,Non-Designated,8,"40.02954904, -75.13883269",0,900 LINDLEY AVE,PHILADELPHIA,PA,19141-3920,215-456-3000,215-457-6695,http://www.ap-schools.org/Lindley-Academy/,,Charters,PENG CHAO,N/A,N/A,N/A,1,1,1,1,1,1,1,1,1,0,0,0,0
8259,N/A,420086207474,126519644,3420,X20,MASTERY CHARTER @ CLEVELAND,Mastery Charter School at Cleveland,Mastery Charter at Cleveland,Mastery Cleveland,2012,Elementary-Middle,Neighborhood,"'00-08",N/A,0,0,Charter,Mastery Schools,Charter Schools,N/A,Renaissance Charter,2012-2013,N/A,N/A,1,Non-Designated,8,"40.01027824, -75.15908455",0,3701 N 19TH ST,PHILADELPHIA,PA,19140-3555,215-227-5042,215-227-7197,https://masterycharter.org/event/cleveland-back-school-night/,,Charters,PENG CHAO,N/A,N/A,N/A,1,1,1,1,1,1,1,1,1,0,0,0,0
8251,N/A,420086607457,126517442,3421,X21,UNIVERSAL CREIGHTON CHARTER,Universal Charter School at Creighton,Universal Charter Creighton,Universal Creighton,2012,Elementary-Middle,Neighborhood,"'00-08",N/A,0,0,Charter,Universal Companies,Charter Schools,N/A,Renaissance Charter,2012-2013,N/A,N/A,1,Non-Designated,9,"40.03404277, -75.10586492",0,5401 TABOR AVE,PHILADELPHIA,PA,19120-2130,215-471-2905,267-403-2572,https://www.universalfamilyofschools.org/universal-creighton/,,Charters,PENG CHAO,N/A,N/A,N/A,1,1,1,1,1,1,1,1,1,0,0,0,0
8252,N/A,420086307473,126515691,3422,X22,PHILADELPHIA CHARTER FOR ARTS,The Philadelphia Charter School for Arts and Sciences,Philadelphia Charter School for the Arts and Sciences,Edmunds,2012,Elementary-Middle,Neighborhood,"'00-08",N/A,0,0,Charter,Universal Companies,Charter Schools,N/A,Renaissance Charter,2012-2013,N/A,N/A,1,Non-Designated,7,"40.02423246, -75.08599631",0,1197 HAWORTH ST,PHILADELPHIA,PA,19124-2505,215-537-2520,215-689-1986,http://www.stringtheoryschools.org/edmunds-campus/art-science-landing-page,,Charters,PENG CHAO,N/A,N/A,N/A,1,1,1,1,1,1,1,1,1,0,0,0,0
8257,N/A,420087007454,126519392,3423,X23,MEMPHIS ST. CHARTER @ JP JONES,Memphis Street Academy Charter School at J.P. Jones,Memphis Street Academy Charter School at J.P. Jones,Memphis Street,2012,Middle,Neighborhood,"'05-08",N/A,0,0,Charter,American Paradigm,Charter Schools,N/A,Renaissance Charter,2012-2013,N/A,N/A,1,Non-Designated,1,"39.98588986, -75.11285949",0,2950 MEMPHIS ST,PHILADELPHIA,PA,19134-4314,215-291-4709,215-291-4754,http://www.ap-schools.org/Memphis-Street-Academy/,,Charters,PENG CHAO,N/A,N/A,N/A,0,0,0,0,0,1,1,1,1,0,0,0,0
8287,N/A,420087207491,126512674,3424,X24,UNIVERSAL ALCORN CHARTER,Universal Charter School at Alcorn,Universal Charter Alcorn,Universal Alcorn,2013,Elementary-Middle,Neighborhood,"'00-08",N/A,0,0,Charter,Universal Companies,Charter Schools,N/A,Renaissance Charter,2013-2014,N/A,N/A,1,Non-Designated,2,"39.935499, -75.197771",1,3200 DICKINSON ST,PHILADELPHIA,PA,19146-3316,215-952-6219,215-952-0853,https://www.universalfamilyofschools.org/universal-alcorn/,,Charters,PENG CHAO,N/A,N/A,N/A,1,1,1,1,1,1,1,1,1,0,0,0,0
8288,N/A,420087407515,126518795,3426,X26,MASTERY CHARTER @ PASTORIUS,Mastery Charter School at Pastorius,Mastery Charter at Pastorius,Mastery Pastorius,2013,Elementary-Middle,Neighborhood,"'00-08",N/A,0,0,Charter,Mastery Schools,Charter Schools,N/A,Renaissance Charter,2013-2014,N/A,N/A,1,Non-Designated,8,"40.048208, -75.161424",0,5650 SPRAGUE ST,PHILADELPHIA,PA,19138-1744,215-951-5689,215-951-7307,https://masterycharter.org/elementary-schools/pastorius-richardson,,Charters,PENG CHAO,N/A,N/A,N/A,1,1,1,1,1,1,1,1,1,0,0,0,0
8365,N/A,420088907599,126518118,3427,X27,MASTERY CHARTER @ WISTER,Mastery Charter School at Wister,Mastery Charter at Wister,Mastery Wister,2016,Elementary,Neighborhood,"'00-05",N/A,0,0,Charter,Mastery Schools,Charter Schools,N/A,Renaissance Charter,2016-2017,N/A,N/A,1,Non-Designated,8,"40.03288146, -75.16672063",0,67 E BRINGHURST ST,PHILADELPHIA,PA,19144-2338,215-951-4003,215-951-2011,https://masterycharter.org/elementary-schools/john-wister,,Charters,PENG CHAO,N/A,N/A,N/A,1,1,1,1,1,1,0,0,0,0,0,0,0
8390,N/A,420089207595,126518004,3428,X28,G.L.A. CHARTER @ HUEY,Global Leadership Academy at Huey,Global Leadership Academy at Huey,Global Leadership at Huey,2016,Elementary-Middle,Neighborhood,"'00-08",N/A,0,0,Charter,District Charter,Charter Schools,N/A,Renaissance Charter,2016-2017,N/A,N/A,1,Non-Designated,3,"39.95332691, -75.22685833",0,5200 PINE ST,PHILADELPHIA,PA,19143-1521,215-471-2978,215-471-2979,http://www.glacharter.org,,Charters,PENG CHAO,N/A,N/A,N/A,1,1,1,1,1,1,1,1,1,0,0,0,0
8431,N/A,420090107660,126514059,3437,X37,KIPP NORTH PHILA CHARTER SCHL,KIPP North Philadelphia Charter School,KIPP North Philadelphia Charter School,KIPP N Phila Charter,2018,Elementary,Citywide,"'00-04",N/A,0,0,Charter,KIPP,Charter Schools,N/A,N/A,N/A,N/A,N/A,1,Non-Designated,5,"39.991930, -75.158212",0,2539 N 16TH ST,PHILADELPHIA,PA,19132-3907,267-758-2358,215-893-4877,http://kippphiladelphia.org/kipp-north-philadelphia-academy,NATALIE WILTSHIRE,Charters,PENG CHAO,N/A,N/A,N/A,1,1,1,1,1,0,0,0,0,0,0,0,0
8425,N/A,420089907663,126516724,3438,X38,DEEP ROOTS CHARTER SCHOOL,Deep Roots Charter School,Deep Roots Charter School,Deep Roots Charter,2018,Elementary,Citywide With Criteria,"'00-06",N/A,0,0,Charter,District Charter,Charter Schools,N/A,N/A,N/A,N/A,N/A,1,Non-Designated,6,"39.998066, -75.101664",0,3556 FRANKFORD AVE,PHILADELPHIA,PA,19134-2118,267-399-3727,N/A,https://deeprootscs.org,LOGAN BLYLER,Charters,PENG CHAO,N/A,N/A,N/A,1,1,1,1,1,1,1,0,0,0,0,0,0
8427,N/A,420090007662,126517643,3439,X39,MASTERY PREP ELEM CHARTER SCHL,Mastery Prep Elementary Charter School,Mastery Prep Elementary Charter School,Mastery Prp Elm,2018,Elementary,Citywide,"'00-05","'00-06",1,0,Charter,Mastery Schools,Charter Schools,N/A,N/A,N/A,N/A,N/A,1,Non-Designated,8,"40.013457, -75.156128",0,1801 W PIKE ST,PHILADELPHIA,PA,19140-3401,215-866-0067,215-866-9141,https://masterycharter.org/elementary-schools/mastery-prep,RAYMOND FIELDS,Charters,PENG CHAO,N/A,N/A,N/A,1,1,1,1,1,1,0,0,0,0,0,0,0
8360,390083,420089107602,126513117,3440,X40,MAST COMMUNITY CHARTER II,MaST Community Charter School II,"Mathematics, Science, and Technology (MaST) Community Charter School II",MaST II,2016,Elementary-Middle-High,Citywide,"'00-11",N/A,0,0,Charter,District Charter,Charter Schools,N/A,N/A,N/A,N/A,N/A,1,Non-Designated,6,"40.017476, -75.044372",1,6501 STATE RD,PHILADELPHIA,PA,19135-2907,267-348-1100,N/A,https://mast2.org/,,Charters,PENG CHAO,N/A,N/A,N/A,1,1,1,1,1,1,1,1,1,1,1,1,0
8359,390061,420089507589,126511530,3441,X41,TECH FREIRE CHARTER SCHOOL,TECH Freire Charter School,TECH Freire Charter School,TECH Freire,2016,High,Citywide With Criteria,"'09-12",N/A,0,0,Charter,District Charter,Charter Schools,N/A,N/A,N/A,N/A,N/A,1,Non-Designated,5,"39.986869, -75.155669",0,2221 N BROAD ST,PHILADELPHIA,PA,19132-4530,267-507-1111,N/A,http://techfreire.org/,,Charters,PENG CHAO,N/A,N/A,N/A,0,0,0,0,0,0,0,0,0,1,1,1,1
8361,N/A,420089307600,126512039,3442,X42,INDEPENDENCE CHARTER WEST,Independence Charter School West,Independence Charter School West,Independence West,2016,Elementary-Middle,Citywide With Criteria,"'00-08",N/A,0,0,Charter,District Charter,Charter Schools,N/A,N/A,N/A,N/A,N/A,1,Non-Designated,3,"39.93731366, -75.22614036",0,5600 CHESTER AVE,PHILADELPHIA,PA,19143-5314,215-724-5600,215-724-5601,http://www.icswest.org,,Charters,PENG CHAO,N/A,N/A,N/A,1,1,1,1,1,1,1,1,1,0,0,0,0
8363,N/A,420088807590,126515492,3443,X43,KIPP WEST PHILA CHARTER SCHOOL,KIPP West Philadelphia Charter School,KIPP West Philadelphia Charter School,KIPP West Elementary,2016,Elementary,Citywide,"'00-08",N/A,0,0,Charter,KIPP,Charter Schools,N/A,N/A,N/A,N/A,N/A,1,Non-Designated,3,"39.94453199, -75.24184422",1,5070 PARKSIDE AVE,PHILADELPHIA,PA,19131-4747,267-787-5700,267-787-5711,http://kippphiladelphia.org/our-schools/kipp-west-philadelphia-elementary-academy/,NATALIE WILTSHIRE,Charters,PENG CHAO,N/A,N/A,N/A,1,1,1,1,1,1,1,1,1,0,0,0,0
8453,N/A,420090307674,126511624,3445,X45,MAST III CHARTER SCHOOL,MAST III Charter School,"Mathematics, Science, and Technology (MaST) Community Charter School III",MAST III,2019,Elementary,Citywide With Criteria,"'00-07",N/A,0,0,Charter,District Charter,Charter Schools,N/A,N/A,N/A,N/A,N/A,1,Non-Designated,10,"40.109575, -74.991671",0,1 CROWN WAY,PHILADELPHIA,PA,19154-4501,267-574-9855,215-447-8938,https://mast3.org/,JOHN SWOYER,Charters,PENG CHAO,N/A,N/A,N/A,1,1,1,1,1,1,1,1,0,0,0,0,0
8454,N/A,420090207673,126510929,3446,X46,PHILADELPHIA HEBREW CHARTER,Philadelphia Hebrew Charter,Philadelphia Hebrew Charter,Philadelphia Hebrew,2019,Elementary,Citywide,"'00-03","'00-08",1,0,Charter,District Charter,Charter Schools,N/A,N/A,N/A,N/A,N/A,1,Non-Designated,4,"40.012045, -75.184376",0,3300 HENRY AVE,PHILADELPHIA,PA,19129-1141,267-225-1511,N/A,http://philadelphiahebrewpublic.org/,EMILY HURST,Charters,PENG CHAO,N/A,N/A,N/A,1,1,1,1,0,0,0,0,0,0,0,0,0
